id;title;url;cover;rate
27186319;电影少女2018;https://movie.douban.com/subject/27186319/;https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2509909285.jpg;6.6
27163301;没有心跳的少女;https://movie.douban.com/subject/27163301/;https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2507253091.jpg;6.0
6874741;无问西东;https://movie.douban.com/subject/6874741/;https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2507572275.jpg;7.7
26827972;恋爱先生;https://movie.douban.com/subject/26827972/;https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2511576604.jpg;5.7
26986740;恋如雨止;https://movie.douban.com/subject/26986740/;https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2509829027.jpg;9.0
27133038;大梦西游4伏妖记;https://movie.douban.com/subject/27133038/;https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2506728456.jpg;4.8
26805209;紫罗兰永恒花园;https://movie.douban.com/subject/26805209/;https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2508746540.jpg;8.8
27085551;擅长捉弄人的高木同学;https://movie.douban.com/subject/27085551/;https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2509269675.jpg;8.9
27186557;操心;https://movie.douban.com/subject/27186557/;https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2508373800.jpg;6.7
26923124;魔卡少女樱 透明牌篇;https://movie.douban.com/subject/26923124/;https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2510628384.jpg;8.9
27187285;致命之吻;https://movie.douban.com/subject/27187285/;https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2512187979.jpg;7.8
27658396;杀无赦III背水一战;https://movie.douban.com/subject/27658396/;https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2510155226.jpg;4.3
26915507;柑橘味香气;https://movie.douban.com/subject/26915507/;https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2512610891.jpg;8.2
